SORT,File,Accession Number,Title,Contact Information,Creator,Contributors,Subject,Credit,Description,Notes,Publisher,Date,Type,Format,Extent,Medium,Identifier,Source,Source URL,Language,Relation,Coverage-Spatial,Coverage-Temporal,Rights
803,1984.189.803.jp2,1984.189.803,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225714,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
804,1984.189.804.jp2,1984.189.804,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225715,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
805,1984.189.805.jp2,1984.189.805,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225716,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
806,1984.189.806.jp2,1984.189.806,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225717,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
807,1984.189.807.jp2,1984.189.807,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225718,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
808,1984.189.808.jp2,1984.189.808,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225719,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
809,1984.189.809.jp2,1984.189.809,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225720,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
810,1984.189.810.jp2,1984.189.810,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225721,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
811,1984.189.811.jp2,1984.189.811,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225722,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
812,1984.189.812.jp2,1984.189.812,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225723,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
813,1984.189.813.jp2,1984.189.813,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225724,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
814,1984.189.814.jp2,1984.189.814,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225725,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
815,1984.189.815.jp2,1984.189.815,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225726,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
816,1984.189.816.jp2,1984.189.816,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225727,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
817,1984.189.817.jp2,1984.189.817,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225728,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
818,1984.189.818.jp2,1984.189.818,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225729,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
819,1984.189.819.jp2,1984.189.819,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225730,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
820,1984.189.820.jp2,1984.189.820,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225731,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
821,1984.189.821.jp2,1984.189.821,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225732,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
822,1984.189.822.jp2,1984.189.822,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225733,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
823,1984.189.823.jp2,1984.189.823,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225734,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
824,1984.189.824.jp2,1984.189.824,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225735,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
825,1984.189.825.jp2,1984.189.825,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225736,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
826,1984.189.826.jp2,1984.189.826,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225737,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
827,1984.189.827.jp2,1984.189.827,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225738,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
828,1984.189.828.jp2,1984.189.828,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225739,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
829,1984.189.829.jp2,1984.189.829,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225740,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
830,1984.189.830.jp2,1984.189.830,Untitled,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography,The Historic New Orleans Collection,,,,,Image,glass plate negatives,,Glass plate negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/225741,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
